Vg_x_V,Vg_y_V,charge_total,occ_dot1,occ_dot2,sensor
0.03551020408163265,0.0024489795918367346,1,1.0,3.088146508304735e-91,1.0
0.03673469387755102,0.0024489795918367346,1,1.0,5.295772113177466e-90,1.0
0.037959183673469385,0.0024489795918367346,1,1.0,9.081564685901567e-89,1.0
0.03918367346938775,0.0024489795918367346,1,1.0,1.5573709627533772e-87,1.0
0.04040816326530612,0.0024489795918367346,1,1.0,2.6706899080866168e-86,1.0
0.04163265306122449,0.0024489795918367346,1,1.0,4.579888000829895e-85,1.0
0.04285714285714286,0.0024489795918367346,1,1.0,7.853915962551787e-84,1.0
0.044081632653061226,0.0024489795918367346,1,1.0,1.346845074282348e-82,1.0
0.04530612244897959,0.0024489795918367346,1,1.0,2.309665220213398e-81,1.0
0.046530612244897955,0.0024489795918367346,1,1.0,3.960777324226745e-80,1.0
0.04775510204081632,0.0024489795918367346,1,1.0000000000077969,6.792221173307776e-79,1.0000000000077969
0.04897959183673469,0.0024489795918367346,1,1.000198252975554,1.1645472198025184e-77,1.000198252975554
0.05020408163265306,0.0024489795918367346,2,1.9998017470244465,3.959992088337048e-80,1.9998017470244465
0.05142857142857143,0.0024489795918367346,2,1.9999999999922031,2.6706899080657937e-86,1.9999999999922031
0.052653061224489796,0.0024489795918367346,2,2.0,1.8008042364632492e-92,2.0
0.05387755102040816,0.0024489795918367346,2,2.0,1.2142539979072213e-98,2.0
0.055102040816326525,0.0024489795918367346,2,2.0,8.187524724114639e-105,2.0
0.05632653061224489,0.0024489795918367346,2,2.0,1.9757312138669694e-110,2.0
0.05755102040816326,0.0024489795918367346,2,2.0,2.441391801594229e-109,2.0
0.05877551020408163,0.0024489795918367346,2,2.0,4.186671321557029e-108,2.0
0.06,0.0024489795918367346,2,2.0,7.179600181572111e-107,2.0
0.0,0.003673469387755102,0,8.074775753409868e-98,2.633912571624164e-79,2.633912571624164e-79
0.0012244897959183673,0.003673469387755102,0,2.053614037196308e-90,4.51681962233482e-78,4.5168196223368735e-78
0.0024489795918367346,0.003673469387755102,0,5.22284549139188e-83,7.745761845135601e-77,7.745767067981093e-77
0.003673469387755102,0.003673469387755102,0,1.3282980410571147e-75,1.328298041057077e-75,2.6565960821141917e-75
